;Unnamed: 0;name;seller;seller_link;freq_bought;freq_bought_link;link_to_all_reviews;other display features;display resolution;wireless type;product dimensions;battery cell type;display size;scanner resolution;manufacturer;date first available;domestic shipping;gps;department;item dimensions  lxwxh;part number;manufacturer part number;battery power rating;os;item weight;gpu;operating system;color;rear webcam resolution;item package quantity;computer memory type;phone standy time (with data);screen resolution;ASIN;additional features;included components;ram;flash memory size;ringtones;rating;processor count;international shipping;is discontinued by manufacturer;standing screen display size;memory speed;device interface - primary;display technology;audio jack;brand;processor brand;package dimensions;colour;batteries;item model number;wireless communication technologies;size;language;warranty description;max screen resolution;average battery life (in hours);connectivity technologies;voltage;other camera features;series;power source;phone talk time;best sellers rank;graphics coprocessor;form factor
195;195;Unlocked Mini Smartphone, 3.5 Inch The World's Smallest Cell Phone 3G Network Premium Child Phone Quad Core 2+16GB Dual SIM Small Phone (Black);egoodmall;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A22E7GSQO407W3&isAmazonFulfilled=1;;;;Wireless;;;3.94 x 1.69 x 0.39 inches;;;;egoodmall;October 23, 2020;;;;;;;;Android 8.1;7.4 ounces;;;;;;;;;B08LQ2XHWB;;;;;;0.0;;;;;;Touchscreen;;;;;;Black;1 Lithium ion batteries required. (included);;Cellular, Bluetooth, Wi-Fi;;;;;;Bluetooth, Wi-Fi, USB;;Front;;;;#54,158 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #732 in Unlocked Cell Phones;;Smartphone
196;196;Honor View10 GSM Unlocked Smartphone, AI Processor, 5.99” FullView Display, 20MP + 16MP Dual-Lens AI Camera, Dual SIM 4G, Fast Charging, 6/128 GB, Black (US Warranty);AAA-Shop;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1CWSGXIR635I6;Honor View 10 / Honor V10 Case, TUDIA Slim-Fit Heavy Duty [Merge] Extreme Protection/Rugged but Slim…;https://www.amazon.com/TUDIA-Slim-Fit-Extreme-Protection-Rugged/dp/B0798JB4KL/ref=pd_bxgy_2/141-2924170-0734661?_encoding=UTF8&pd_rd_i=B0798JB4KL&pd_rd_r=410c2114-49ef-4ede-bdf2-b8da3e483ef9&pd_rd_w=qo2uC&pd_rd_wg=8FA4N&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=GSXRQ69KYN6YM803EGE6&psc=1&refRID=GSXRQ69KYN6YM803EGE6;https://www.amazon.com//Honor-Unlocked-Smartphone-Processor-Dual-Lens/product-reviews/B07BBQYCNW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;1080 x 2160 pixels;;6.18 x 2.95 x 0.28 inches;;;;Honor Devices;March 27, 2018;;;;;;;;Android 8.1;10.6 ounces;;;;;;;;;B07BBQYCNW;;Phone, power/wall charger, case, USB-C cable and sim ejection tool.;;;;4.3;;;No;;;Touchscreen;;;;;;Black;1 Lithium Polymer batteries required. (included);;Cellular, Bluetooth;;;;;;Bluetooth, USB;;16.0;;;;#117,952 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #1,584 in Unlocked Cell Phones;;Smartphone
197;197;Samsung Galaxy S10+, 128GB, Prism Black - For T-Mobile (Renewed);;;;;https://www.amazon.com//Samsung-Galaxy-G975U-128GB-T-Mobile/product-reviews/B07T8D4S8M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;;;7 x 5 x 4 inches;;;;Samsung;June 20, 2019;;;;;;;;Android;0.023 ounces;;;;;;;;;B07T8D4S8M;;;;;;4.4;;;;;;;;;;;;Prism Black;1 Lithium ion batteries required. (included);Galaxy S10 Plus;;;;;;;;;Rear, Front;;;;#1,803 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #16 in Carrier Cell Phones #27 in Unlocked Cell Phones;;
198;198;OUKITEL WP5 Unlocked Rugged Smartphones - Android 10 Version,8000mAh,IP68 Waterproof Unlocked Cell Phones 4G LTE Dual SIM, 5.5inches 4GB 32GB Triple Camera Face/Fingerprint Unlock (Orange);I-fly;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AGK7REU3NAGW0&isAmazonFulfilled=1;;;;Wireless;;;;;;;OUKITEL;10M 13, 2020;;;;;;;;Android 10.0;1.34 pounds;;;;;;;;;B08L4PMV2S;;;4 GB;;;0.0;;;;;;;;;;;9.37 x 8.66 x 1.69 inches;Orange;1 Lithium Polymer batteries required. (included);OUKITEL WP5;Cellular;;;;;;;;Rear, Front;;;;#92,476 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #1,272 in Unlocked Cell Phones;;Smartphone
199;199;(6.53inch IPS Full-Screen) ，aderroo N93， Android Smartphone, 3GWCDMA: 850/2100/MHZ SIM Card Band, 1GB RAM 8GB ROM, Unlocked Cell Phones, 5MP+5MP, 3800mAh, Unlocked Phones (Blue);Shenzhencity  Aidier Technology Co Ltd;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2OW4UYC5L8YL0&isAmazonFulfilled=1;(6.53inch IPS Full-Screen) ，aderroo N93 ，Android Smartphone, 3GWCDMA: 850/2100/MHZ SIM Card Band…;https://www.amazon.com/6-53inch-Full-Screen-%EF%BC%8Caderroo-N93-Smartphone/dp/B08NPHN4WD/ref=pd_bxgy_2/135-5195110-7464435?_encoding=UTF8&pd_rd_i=B08NPHN4WD&pd_rd_r=42e56ff3-b5b1-4eff-b762-79d9caa84be9&pd_rd_w=pQ2LJ&pd_rd_wg=pWBo3&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=HRMCDY7EW0Y9B6S9QA3D&psc=1&refRID=HRMCDY7EW0Y9B6S9QA3D;https://www.amazon.com//6-53inch-Full-Screen-%EF%BC%8Caderroo-Android-Smartphone/product-reviews/B08NPSM5PV/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;;;6.3 x 3.15 x 0.35 inches;;;;aderroo;January 10, 2021;;;;;;;;;1.06 pounds;;;;;;;;;B08NPSM5PV;;;;;;2.5;;;;;;Touchscreen;LCD;3.5 mm;;;;;;N93;Cellular;;;;;;;;Rear, Front;;;;#32,727 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #425 in Unlocked Cell Phones;;Smartphone
200;200;Alcatel OneTouch Ideal 4G LTE AT&T GSM Unlocked 4060A Android 5MP 8GB Smartphone - Black;AMZ Cellular Center;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3NAP1JR0V77FW&isAmazonFulfilled=1;Mr.Shield-[3-PACK] For Alcatel Dawn/Alcatel Ideal/Alcatel Streak [Tempered Glass] Screen Protector…;https://www.amazon.com/Mr-Tempered-Protector-Lifetime-Replacement/dp/B01JRYLTP4/ref=pd_bxgy_2/141-8225747-7889611?_encoding=UTF8&pd_rd_i=B01JRYLTP4&pd_rd_r=6979abd2-f734-4c3b-b646-446e71d69a41&pd_rd_w=8M94h&pd_rd_wg=gxKa0&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=MR1FDZJGZSB50QTEP6MD&psc=1&refRID=MR1FDZJGZSB50QTEP6MD;https://www.amazon.com//Alcatel-OneTouch-Unlocked-Android-Smartphone/product-reviews/B01M24QYPN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;;;5.2 x 0.4 x 2.56 inches;;;;Alcatel;October 14, 2016;;;;;;;;Android;4.8 ounces;;;;;;;;;B01M24QYPN;;;1 GB;;;3.8;;;No;;;;;;;;;Black;1 Lithium ion batteries required.;OT-4060a;Cellular, Wi-Fi;;;;;;Wi-Fi;;Front;;;;#38,017 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #522 in Unlocked Cell Phones;;Smartphone
201;201;OnePlus Nord N10 5G Unlocked Smartphone, Midnight Ice​, 90Hz Refresh Rate, 6GB RAM + 128GB storage, US Version, Model BE2026;;;[5-Pack] PULEN for OnePlus Nord N10 5G Screen Protector (3 Packs) with 2 Packs Camera Lens…;/PULEN-Protector-Proteactor-Resistant-Anti-Fingerprints/dp/B08KY86P3J/ref=pd_bxgy_2/139-4390137-6863605?_encoding=UTF8&pd_rd_i=B08KY86P3J&pd_rd_r=463faed6-17fc-4f21-8dc7-dc0fc17785b1&pd_rd_w=Usf2f&pd_rd_wg=PG52r&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=S28B2BSZP7HGYJK7FT41&psc=1&refRID=S28B2BSZP7HGYJK7FT41;https://www.amazon.com//OnePlus-Unlocked-Smartphone-Midnight-BE2026/product-reviews/B08R7D4KZJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;;;6.46 x 2.95 x 0.35 inches;;;;ONEPLUS;January 8, 2021;;True;;;;;4300;Android 10.0;1.08 pounds;;;;;;;8.2 days;;B08R7D4KZJ;Warp Charge 30T, 64 MP high resolution camera, Dual speakers, 90 Hz display, Warp charging;Phone, power adapter, cable, SIM card ejector, manual;6 GB;;;3.5;;;;;;Touchscreen, Microphone;;3.5 mm;;;;Midnight Ice;1 Lithium ion batteries required. (included);;;;;;;;Bluetooth, Wi-Fi, USB, NFC;;Rear, Quad Camera, 64+8+2+2 MP, Front, 16MP;;;24 Hours;#6,022 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #66 in Unlocked Cell Phones;;Bar
202;202;Motorola Moto G7 Power 32GB XT1955-5 LTE T-Mobile Android Smartphone - (Marine Blue) (Renewed);ADV Sellers;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2FVTTLL8Z0R9X&isAmazonFulfilled=1;;;https://www.amazon.com//Motorola-XT1955-5-T-Mobile-Android-Smartphone/product-reviews/B0842C7ZVS/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;;;;;;;Motorola;January 20, 2020;;;;;;;;Android;12.9 ounces;;;;;;;;;B0842C7ZVS;;;;;;4.0;;;;;;;;3.5 mm;;;6.57 x 3.46 x 2.05 inches;;1 Lithium ion batteries required. (included);;Cellular;;;;;;USB;;;;;;#43,446 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #589 in Unlocked Cell Phones;;Smartphone
203;203;AT&T Radiant Core U304AA Prepaid Cell 4G Phone - Gray - Carirer Locked to AT&T Wireless;;;;;https://www.amazon.com//AT-Radiant-U304AA-Prepaid-Phone/product-reviews/B07ZHNVL55/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;;;5.91 x 2.87 x 0.4 inches;;;;AT&T;October 23, 2019;;;;;;;;Android;6.1 ounces;;;;;;;;;B07ZHNVL55;;;;;;4.2;;;No;;;Touchscreen;;;;;;Black;1 Lithium ion batteries required. (included);U304AA;Cellular;;;;;;;;;;;;#17,508 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #59 in Carrier Cell Phones;;Smartphone
204;204;Samsung Galaxy A31 64GB / 4GB - A315G/DSL Unlocked Dual Sim Phone w/Quad Camera 48MP+8MP+5MP+5MP GSM International Version (Prism Crush Black);OMEGA DISTRIBUTION USA;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A25SG7EATCL8K6&isAmazonFulfilled=1;(3 Pack) Beukei Compatible for Samsung Galaxy A31 Screen Protector Tempered Glass, Anti Scratch…;https://www.amazon.com/Beukei-Compatible-Samsung-Protector-Tempered/dp/B08816BG4R/ref=pd_bxgy_2/144-4577816-6639323?_encoding=UTF8&pd_rd_i=B08816BG4R&pd_rd_r=a47b2e8b-95a0-4bd7-8f33-bc81e03bf4c6&pd_rd_w=baUkF&pd_rd_wg=ehCRc&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=VG1RP011R7Z6FGYJ81MY&psc=1&refRID=VG1RP011R7Z6FGYJ81MY;https://www.amazon.com//Samsung-Galaxy-A31-64GB-International/product-reviews/B087H3M6NR/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;Samsung;April 22, 2020;;;;;;;;;6.7 ounces;;;;;;;;;B087H3M6NR;;;;;;4.4;;;;;;;;;;;8.66 x 5.35 x 2.28 inches;;1 Lithium Polymer batteries required. (included);;;;;;;;;;;;;;#17,158 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #218 in Unlocked Cell Phones;;
205;205;Samsung Galaxy Note 8 N950U 64GB Unlocked GSM 4G LTE Android Smartphone w/Dual 12 MegaPixel Camera (Renewed) (Orchid Grey);toronto cellular;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3K6APZQPJ2QW&isAmazonFulfilled=1;;;https://www.amazon.com//Samsung-Galaxy-Note-Smartphone-Refurbished/product-reviews/B07HFK5PQQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;;;7 x 5 x 4 inches;;;2560 x 1440;Samsung;September 17, 2018;;;;;;;;Android;0.023 ounces;;;;;;;;;B07HFK5PQQ;;;;;;4.4;;;No;;;Touchscreen with Stylus Support;Super AMOLED;;;;;Orchid Gray;1 Lithium ion batteries required. (included);SMN950U;Cellular;;;;;;;;Rear, Front;;;;#16,291 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #208 in Unlocked Cell Phones;;Smartphone
206;206;"Unlocked Rugged Smartphones, Blackview BV9100 4G LTE 13000mAh Battery Rugged Cell Phones Android 9.0 IP68 Waterproof Drop Proof, 6.3"" Screen 4GB+64GB Octa-core Dual SIM for GSM AT&T T-Mobile (Grey)";Blackview Official Store-US;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AGGW2USQE524S&isAmazonFulfilled=1;;;https://www.amazon.com//Smartphones-Blackview-BV9100-Waterproof-Octa-core/product-reviews/B07XR87HCD/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;;;;;;1080 x 2340;Blackview;September 11, 2019;;;;;;;;Android 9.0;2.27 pounds;;;;;;;;;B07XR87HCD;;;4 GB;;;3.7;;;;;;;;;;;8.78 x 8.78 x 2.24 inches;Grey;;;Cellular, NFC;;;;;;NFC;;Rear, Front;;;;#30,208 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #391 in Unlocked Cell Phones;;Smartphone
207;207;RCA M1 Unlocked Cell Phone, Dual Sim, 5Mp Camera, Android 4.4, 1.3Ghz (Black);;;;;https://www.amazon.com//RCA-M1-Unlocked-Camera-Android/product-reviews/B00IUB5L1Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;480x800 pixels;;4.88 x 2.5 x 0.39 inches;;;;RCA;March 7, 2014;;;;;;;;Android 4.4 (KitKat);5 ounces;;;;;;;;;B00IUB5L1Y;Dual-sim, Dual-camera, Dual-core-processor, Smartphone;;4 GB;;;3.5;;;No;;;;LED;3.5 mm;;;;Black;1 Lithium ion batteries required. (included);M1;Cellular, Bluetooth, Wi-Fi;;;;;;Bluetooth, Wi-Fi, USB;;6 MP;;;20 Hours;#29,134 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #375 in Unlocked Cell Phones;;Smartphone
208;208;"Google Pixel 2, 64GB, Clearly White, GSM Unlocked Android Smartphone, 5"" OLED Display, Fingerprint, 12.2MP+ 8MP Cameras (Renewed)";;;;;https://www.amazon.com//Google-Pixel-GSM-CDMA-Unlocked/product-reviews/B078376R96/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;;;39.37 x 39.37 x 39.37 inches;;;1920 x 1080;Google;December 10, 2017;;;Smartphones;;;;;Android;7.4 ounces;;;;;;;;;B078376R96;3G Data Capable,Bluetooth Enabled,GPS,Touchscreen,Wi-Fi Capable,Camera,Internet Connectivity,Rear Camera,Speakerphone,4K Video Recording,4G Data Capable,Accelerometer,Fingerprint Sensor,Front Camera,Music Player;USB Charging Cable, USB Charging Block;;;;4.2;;;No;;;Touchscreen;;;;;;White;1 Lithium ion batteries required. (included);GA00140;Cellular;;;;;;;;Front;;;;#33,134 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #438 in Unlocked Cell Phones;;Smartphone
209;209;RCA Q1 4G LTE, 16GB, Unlocked Dual SIM Cell Phone, Android 6.0 - Black;;;;;https://www.amazon.com//RCA-16GB-Unlocked-Phone-Android/product-reviews/B01N071CQE/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;;;5.6 x 2.8 x 0.3 inches;;;1920 x 1080;RCA;November 9, 2016;;;;;;;;Android 6.0;4.6 ounces;;;;;;;;;B01N071CQE;;;;;;3.4;;;No;;;;LED;;;;;Black;1 Lithium ion batteries required.;19962395802;Cellular, Wi-Fi;;;;;;Wi-Fi, USB;;Front;;;;#134,490 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #1,853 in Unlocked Cell Phones;;Smartphone
210;210;Smartphone,Black Dual Screen Keyboard Flip Smartphone Mobile Phone with Multifunctional Keyboard,Dual Card Standby 3800mAh Large Capacity Battery,100-240V(US Plug);Diyeeni us;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2T5UG99TGO7BT&isAmazonFulfilled=1;;;https://www.amazon.com//Smartphone-Keyboard-Multifunctional-Capacity-100-240V/product-reviews/B082SX3C3K/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;;;;;;240 x 320;Diyeeni;December 16, 2019;;;;;;;;;8 ounces;;;;;;;;;B082SX3C3K;;;;;;2.3;;;;;;Touchscreen, Keyboard;;;;;5.3 x 3.1 x 2.3 inches;2# Black;;;Cellular;;;;;;;;;;;;#148,054 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #2,066 in Unlocked Cell Phones;;
211;211;Total Wireless LG Rebel 4 4G LTE Prepaid Smartphone (Locked) - Black - 16GB - Sim Card Included - CDMA;;;TracFone LG Journey 4G LTE Prepaid Smartphone (Locked) - Black - 16GB - SIM Card Included - CDMA;/Tracfone-Journey-Prepaid-Smartphone-Locked/dp/B07Y5T9X4P/ref=pd_bxgy_2/145-1573416-1353453?_encoding=UTF8&pd_rd_i=B07Y5T9X4P&pd_rd_r=ab50dd04-3c7c-4588-9fe0-3fe73722788d&pd_rd_w=dVlZ0&pd_rd_wg=AKlVO&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=BY9ZW5X0Y0Q9NZJX0FN4&psc=1&refRID=BY9ZW5X0Y0Q9NZJX0FN4;https://www.amazon.com//Total-Wireless-Rebel-Prepaid-Smartphone/product-reviews/B07GBRB3SC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;720 x 1280 pixels;;7.25 x 10 x 1.65 inches;;;;Total Wireless;July 25, 2018;;;;;;;;Android 8.0;0.023 ounces;;;;;;;;;B07GBRB3SC;;User Manual, Wall Charger, Phone, SIM;1 GB;;;4.4;;;Yes;;;;;;;;;Black;1 Lithium ion batteries required. (included);TWLML212VCP;Cellular, Bluetooth, Wi-Fi;;;;;;Bluetooth, Wi-Fi;;8.0;;;;#8,068 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #35 in Carrier Cell Phones;;Smartphone
212;212;"Nokia 5 - Android 9.0 Pie - 16 GB - Dual SIM Unlocked Smartphone (AT&T/T-Mobile/MetroPCS/Cricket/Mint) - 5.2"" Screen - Blue (TA-1044-SIL)";;;;;https://www.amazon.com//Nokia-Unlocked-Smartphone-T-Mobile-Metropcs/product-reviews/B079NM9SZL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;1280 x 720 pixels;;5.89 x 2.85 x 0.31 inches;;;;SDP - inactive;May 25, 2018;;;;;;;;Android;7.2 ounces;;;;;;;;;B079NM9SZL;;Charging cable, Device, Manual, Wall adapter;2 GB;;;4.0;;;No;;;Touchscreen;;;;;;Blue;1 Lithium ion batteries required. (included);TA-1044-SIL;Bluetooth, Wi-Fi;;;;;;Bluetooth, Wi-Fi;;13.0;;;;#119,644 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #1,611 in Unlocked Cell Phones;;Touchscreen
213;213;Unlocked cell phone , X20Pro-Y Android smartphone , 6.11-inch IPS Full-Screen , 3GWCDMA : 850/2100MHZ Frequency band , 2GB RAM 16GB ROM, 8MP+8MP , 3800mAh battery (black);MiGueR Yang;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1Z85GTP7UZSLK&isAmazonFulfilled=1;AUSDOM Lightweight Over-Ear Wired HiFi Stereo Headphones with Built-in Mic Comfortable Leather…;https://www.amazon.com/AUSDOM-Headphones-Lightweight-Comfortable-Laptop-Blue/dp/B00SB6SP0C/ref=pd_bxgy_2/136-2466572-7434545?_encoding=UTF8&pd_rd_i=B00SB6SP0C&pd_rd_r=eda66ff9-f57d-4b2d-8088-528465ce1272&pd_rd_w=9Elor&pd_rd_wg=y5QMq&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=AE1YKG6BGGYVKPJQN626&psc=1&refRID=AE1YKG6BGGYVKPJQN626;https://www.amazon.com//Unlocked-X20-Pro-Y-Smartphone-6-11-inch-Full-Screen/product-reviews/B0828V9PT6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;;;6.3 x 3.15 x 0.35 inches;;;1280 x 720;attila;December 31, 2019;;;;;;;;;15.4 ounces;;;;;;;;;B0828V9PT6;;;;;;3.1;;;;;;Touchscreen;LCD;;;;;;;;Cellular, Bluetooth;;;;;;Bluetooth;;Rear, Front;;;;#120,997 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #1,629 in Unlocked Cell Phones;;Smartphone
214;214;LG V40 ThinQ V405 AT&T 64GB Android 6.4in Smartphone - Aurora Black (Renewed);CELLULAR GALLERY INC;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1GCUH9Z3V4Y5T&isAmazonFulfilled=1;[3-PACK]-Mr.Shield For LG V40 ThinQ [Tempered Glass] Screen Protector with Lifetime Replacement;https://www.amazon.com/Shield-LG-V40-ThinQ-Tempered-Protector-Replacement/dp/B07GXH9DY9/ref=pd_bxgy_2/140-4657409-2742863?_encoding=UTF8&pd_rd_i=B07GXH9DY9&pd_rd_r=d6392a7b-5181-4478-883b-c8ab160071e6&pd_rd_w=hiRLM&pd_rd_wg=wLpXL&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=81H8FB6HHA05GV75BNVT&psc=1&refRID=81H8FB6HHA05GV75BNVT;https://www.amazon.com//LG-ThinQ-Android-6-4in-Smartphone/product-reviews/B07RM8YG1M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;;;6.25 x 2.98 x 0.3 inches;;;2560 x 1440;LG;May 8, 2019;;;;;;;;Android;1 pounds;;;;;;;;;B07RM8YG1M;;USB Charging Cable, USB Charging Block;;;;4.4;;;;;;;OLED;;;;;Black;1 Lithium ion batteries required. (included);;;;;;;;;;Rear, Front;;;;#68,827 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #931 in Unlocked Cell Phones;;Smartphone
215;215;Indigi 4G LTE Unlocked! 7-inch 4G Android Pie Smart Cell Phone & Tablet, GSM Unlocked AT&T T-Mobile (Black);indigi;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1Z1URWO0A0PF7;;;https://www.amazon.com//Unlocked-RotateCam-5-5-inch-Android-T-mobile/product-reviews/B017QD6S5Y/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;;;;;;;Indigi;November 8, 2015;;;;;;;;Android 9.0;2 pounds;;;;;;;;;B017QD6S5Y;Touchscreen, Bluetooth Enabled, Dual SIM, Text/Messaging, Expandable Memory, Quad-Core Processor, Dual Camera, LTE, Smartphone, Built-In GPS;;2 GB;;;4.5;;;;;;Touchscreen, Microphone;LCD;;;;;Black;;M7-Gold-CP06;Cellular;;;;;;"Wi-Fi; Bluetooth";;;;;;#173,777 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #2,474 in Unlocked Cell Phones;;Smartphone
216;216;Samsung - Galaxy A71 A716U 5G Fully Unlocked 128GB - Prism Cube Black (Renewed);Bibwireless CR;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2X9L4VSVRPB9I&isAmazonFulfilled=1;GESMA Screen Protector Compatible with Samsung Galaxy A71 4G/5G, [3 Screen Protector+2 Camera…;https://www.amazon.com/GESMA-Samsung-Galaxy-A71-Compatible/dp/B085Y2P48H/ref=pd_bxgy_2/141-9866441-4538864?_encoding=UTF8&pd_rd_i=B085Y2P48H&pd_rd_r=f2f37508-99a0-49b1-92c9-7355bda85d12&pd_rd_w=ju4Be&pd_rd_wg=7QwkQ&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=313JNHF178Y1EZDYYYW6&psc=1&refRID=313JNHF178Y1EZDYYYW6;https://www.amazon.com//Samsung-Galaxy-A716U-Unlocked-Renewed/product-reviews/B08L9MY937/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;7 x 4 x 5 inches;;;;Samsung;October 16, 2020;;;;;;;;;7.7 ounces;;;;;;;;;B08L9MY937;;;;;;4.4;;;;;;;;;;;;;1 Lithium Polymer batteries required. (included);A71 (5G) A716U-cr;;;;;;;;;;;;;#8,616 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #100 in Unlocked Cell Phones;;
217;217;Motorola MOTO G7 Power - GSM Unlocked 32GB Android Smartphone - Marine Blue (Renewed);ADV Sellers;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2FVTTLL8Z0R9X&isAmazonFulfilled=1;;;https://www.amazon.com//Motorola-Moto-Power-Smartphone-M3DE6/product-reviews/B07W138SHD/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;Wireless;;;7 x 4 x 5 inches;;;;Motorola;August 2, 2019;;;;;;;;Android;6.7 ounces;;;;;;;;;B07W138SHD;;Device, charger;3 GB;;;3.9;;;;;;;;;;;;Blue;1 Lithium Polymer batteries required. (included);;Cellular;;;;;;;;Rear, Front;;;;#16,308 in Cell Phones & Accessories ( See Top 100 in Cell Phones & Accessories ) #212 in Unlocked Cell Phones;;Smartphone
